period_key,period_text,bs_year,bs_month,period_order,fiscal_year,fiscal_year_start,fiscal_month,fiscal_quarter,bfi_code,sector,full_name,total_deposit,current_deposit,saving_deposit,fixed_deposit,call_deposit,deposit_others,total_loan,loan_to_customers,loan_to_bfis,nba_mn,investment_govt_sec_mn,investment_shares_other_mn,cash_balance_mn,bank_balance_mn,money_at_call_mn,liquid_assets_mn,capital,general_reserve,llp_fund,debenture,nii_mn,commission_income_mn,llp_exp_mn,hr_exp_excl_bonus_mn,opex_mn,loan_writeoff_mn,net_profit_mn,other_operating_income_mn,savings_deposit_ratio,loan_to_deposit_ratio,liquidity_ratio,source_file
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,SBL,Commercial Bank,Siddhartha Bank Limited,294.3823614025872,,,,25.860768181879397,268.5215932207078,239.0599302349756,232.0063220813056,7.053608153670001,772.0352318600001,22084.761210888097,22084.761210888097,3553.6699408,13640.85569275,0.0,39279.286844438095,18.294479199189997,5.799468979939056,8.855798610670002,12.0,5883.883793466186,1511.80094345,1451.9075396399999,1921.8758120618031,1494.8890913457133,0.0,2048.189413619201,469.74435014000136,,0.8120728738500927,0.13342948489607737,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,ADBNL,Commercial Bank,Agriculture Development Bank,330.79055581272996,,,,34.345589796,296.44496601673,225.21215936702282,222.96142653516284,2.25073283186,1333.93163967,29335.976598735502,29335.976598735502,4088.23142361,14357.49893608,0.0,47781.7069584255,19.73823109003,10.5248486888796,11.496235102429964,20.484259132023837,5426.772535610197,768.1633033808989,1629.3131963008634,2471.1869819099998,1030.05621975,0.0,1221.8489848626036,522.2611891599998,,0.6808300763414838,0.1444470107105358,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Global,Commercial Bank,Global IME Bank Limited,647.5610671223346,,,,49.524429490606444,598.0366376317282,467.12801636394437,445.4571542792744,21.670862084670002,5979.72402279,40259.728326024,40259.728326024,6639.0194791106505,35364.2724113829,0.0,82263.02021651756,38.11585261572,13.57490692324,26.144362772668114,10.688747716,10696.809687423829,2906.15068858,2443.434336583433,2752.33205888,2143.187343340404,0.0,4622.62141851938,526.38527926,,0.7213651963972942,0.12703515450995567,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Citizen,Commercial Bank,Citizens Bank International Limited,212.22348440677004,,,,19.284695877919997,192.93878852885004,175.86448851348,174.97915668309,0.88533183039,1245.6520796,6857.33248864,6857.33248864,3220.78428442,13703.519699019998,3043.19418529,26824.830657369996,15.507463614229998,4.08438181807,11.011573311600001,5.47305123788,4185.359656680002,904.8085034400001,1832.7925367900002,1421.98395962,920.5636143199999,0.0,800.6955934800001,171.366505,,0.8286759074052308,0.12639897385698692,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Prime,Commercial Bank,Prime Commercial Bank Limited,271.32616027576546,,,,21.569697094975805,249.75646318078967,229.22148247097587,221.45554802204586,7.7659344489299995,4407.8613944399995,14648.454533514207,14648.454533514207,3211.33896044,15246.716962760001,0.0,33106.51045671421,20.95478177316,6.11579507642,14.486427538703987,9.16740673594,6273.66529596271,1016.298889749764,1543.799220640305,1160.9609243480688,708.76891928,478.45934195,2745.289195412299,443.99232384,,0.8448189523561015,0.12201739199443956,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,NMB,Commercial Bank,NMB Bank Limited,296.4601122710743,,,,28.77399856774741,267.6861137033269,255.35231855814973,244.52403259107973,10.828285967069998,1830.2754311599997,22407.779203038113,22407.779203038113,3953.0597028176685,21119.453080658604,1566.2345986549622,49046.52658516935,22.28504125720576,5.981037686501368,11.38770436009,11.911942,6382.706739192109,2023.37668083,1552.2368505100007,1741.0431627024623,1126.6752456300003,119.71399166,2646.6785355237753,6.0,,0.8613378595926023,0.1654405586284156,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Prabhu,Commercial Bank,Prabhu Bank Limited,340.03276777211,,,,23.53593399495,316.49683377716,238.91914979216995,228.45084232533995,10.468307466829998,1791.97851183,17268.214924680004,17268.214924680004,4359.130029242086,18788.591289120734,0.0,40415.93624304282,23.542489832220003,4.40000561072,21.528067092440008,7.84243106503,6345.2078746899915,1620.2534285600002,1455.6309508500171,2390.666893129999,1403.5071050899999,0.11328925999999999,1746.960641400979,304.77640025,,0.7026356646671582,0.1188589455888251,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Sanima,Commercial Bank,Sanima Bank Limited,235.03742101323255,,,,20.3727166213299,214.66470439190266,197.17102729431912,189.50328111793914,7.667746176380001,1033.38646076,5430.2852427299995,5430.2852427299995,2697.6608315175004,25592.537833132992,0.0,33720.48390738049,13.581525414340001,4.38382,7.8911899906240786,9.407116,4520.863607869998,230.60114256000003,1086.4287826340747,1126.6850623300002,916.0714337000002,24.16346837,2073.923449240333,681.8133380600001,,0.8388920642692826,0.14346857518268138,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Mahalaxmi,Development Bank,Mahalaxmi Bikas Bank Limited,52.59133186648028,,,,4.5613727521000005,48.02995911438028,46.162068499580144,43.44245387873014,2.71961462085,582.7660007600001,1375.7052853999999,1375.7052853999999,501.36554560999997,2305.5951364899997,992.32178431,5174.98775181,4.296458157999999,1.6462006694529174,2.837371743758261,0.99544382289,1247.0887086881953,142.49827027000003,182.92211607826073,432.4955001231957,293.3695836096101,13.2126951,334.0248262145869,102.20643410142115,,0.8777505125136809,0.09840001323694068,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Narayani,Development Bank,Narayani Development Bank Limited,0.460252,,,,0.056182,0.40407,0.283815,0.283815,0.0,36.132,11.825,11.825,18.061,43.794,310.476,384.156,0.453366,0.108174,0.148801,0.0,-4.1259999999999994,0.049,14.631999999999998,13.48,15.295,12.375,0.0,0.139,,0.6166513127590971,0.83466448814997,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Karnali,Development Bank,Karnali Development Bank Limited,4.2905501699999995,,,,0.6048903,3.6856598699999994,2.46420089,2.46420089,0.0,61.12508999999999,0.0,0.0,6.93324,0.29114,18.101459999999964,25.325839999999964,0.50283,0.0172476,1.879142,0.0,-19.287000000000003,0.0,-74.76308999999999,23.34349,19.88961,0.0,12.246369999999995,0.01933,,0.574332146779209,0.005902702216858116,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Shangrila,Development Bank,Shangrila Development Bank Limited,55.84120294408653,,,,5.995260521649999,49.84594242243653,46.854802621626256,45.58080926799626,1.27399335363,521.8892433999999,968.76763581,968.76763581,510.36046423999994,3463.78666368,0.0,4942.91476373,3.73406850553,0.9807435622631173,2.3376817861099997,0.74729895806,1422.9768876187366,163.09927548999997,176.84276694,440.0701022900001,340.33596384000003,19.2872953,417.0981527571091,61.66839510634995,,0.8390722289514733,0.0885173402994078,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Excel,Development Bank,Excel Development Bank Limited,17.33825056645429,,,,2.4816108930480016,14.856639673406285,13.22153427344609,13.092172078726088,0.12936219472,263.52560877,263.93919142000004,263.93919142000004,385.22657154,1096.5492977400002,505.04093497,2250.7559956700006,1.2496944709300002,0.2676388293943518,0.963841458545696,0.0,364.1067644860001,61.84541804,108.76395131878562,127.92955497,81.70131691999998,4.56713462,64.05038093614488,0.0,,0.7625644941956751,0.12981448082338365,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Miteri,Development Bank,Miteri Development Bank Limited,8.501538721900001,,,,0.47587333336000004,8.02566538854,7.308799588980004,6.7664914382700045,0.54230815071,4.924443780000001,49.269691949999995,49.269691949999995,55.4653684,387.75646819,121.73679261999999,614.2283211600001,1.2170999999999998,0.3305852829921818,0.09876098270000003,0.0,192.80175675,0.5001098,22.91464823430006,50.90857193,24.19648626,0.0,80.13311066090915,25.77614783,,0.8597031464612993,0.07224907646162279,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Mukti,Development Bank,Muktinath Bikas Bank Limited,117.04509790621736,,,,8.792103897420002,108.25299400879736,103.50587824746869,101.78794465301868,1.71793359445,413.18173181000003,2729.3732064,2729.3732064,1467.95132669,4720.690722249999,2008.94047022,10926.95572556,8.00038876711,1.98598313609,4.16956629552,1.2503016188923506,3168.653667384457,41.83700556370621,610.6361500099999,900.817116412917,560.55602284,10.146554300000002,983.002032924369,348.7859706562901,,0.8843247611309872,0.09335679939637666,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Garima,Development Bank,Garima Bikas Bank Limited,92.36418647000897,,,,10.046161478849998,82.31802499115898,80.731159753491,77.517880308091,3.2132794453999995,704.9271420399999,1616.9575759603877,1616.9575759603877,995.4413919400002,5498.697996632998,0.0,8111.096964533386,6.02134836722,1.7431441727785528,4.38394071999,0.99706299158,2531.043398380001,108.96236773599999,382.44556800000004,678.3848242033333,449.65142903199995,0.0,928.2111077476694,313.287219936,,0.8740526262276422,0.08781647167072805,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Kamana,Development Bank,Kamana Sewa Bikash Bank Limited,64.03644398667485,,,,4.702369439060001,59.33407454761486,56.0214934035854,54.381052223775406,1.64044117981,311.44316823,1259.4227274547188,1259.4227274547188,461.71910124999994,3632.9097962700002,0.0,5354.051624974719,4.2119308149400005,1.0986580019716492,2.691538459113384,0.99710893851,1616.2928139480011,223.61037509999997,187.12880566489795,490.36644874999996,311.04873390000006,6.208967559999999,562.7250295210476,60.30732695,,0.8748376692378912,0.08360944630355843,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Corporate,Development Bank,Corporate Development Bank Limited,2.2170509560859553,,,,0.13492061079000003,2.0821303452959556,1.4186234011699994,1.4186234011699994,0.0,113.73683573999999,0.0,0.0,16.124194,355.89204193,0.0,372.01623593,0.525,0.07500385699,0.16584044402,0.0,29.35539992999996,0.17361910999999997,7.609977199999998,15.00281886,11.95770863,2.02841191,0.0,3.90360144,,0.6398695516112437,0.16779778331607137,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Jyoti,Development Bank,Jyoti Bikas Bank Limited,65.08908976593028,,,,7.5438049607000135,57.545284805230274,52.907401045374804,50.393049772734805,2.51435127264,881.92601853,4321.32049563,4321.32049563,972.93314806,2696.4260871499996,751.9511251999998,8742.63085604,4.395785885899999,0.8570265005500001,4.068181953461398,1.5,1378.7961999999998,15.37223,232.23934000000003,416.70014000000003,339.14063,0.0,463.3766,174.99020000000002,,0.8128459198866879,0.13431791545218646,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Shine,Development Bank,Shine Resunga Development Bank Limited,74.05857360974998,,,,3.204905302609999,70.85366830713998,63.63616175,62.60776208855,1.0283996614500015,204.60699477000003,833.499389,833.499389,638.642088,3059.19686725,1153.46434073,5684.80268498,5.02197272993,1.2618336257499998,2.8451234309299998,1.0,1753.6542897295808,217.47003632999997,314.62695043191843,359.5424690200001,264.380426198082,28.29732757,650.0729234647058,27.58463011,,0.8592679908382971,0.07676089894650066,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,LumbiniDB,Development Bank,Lumbini Bikas Bank Limited,54.9641762995286,,,,5.4903264914299985,49.473849808098606,48.381227944198955,48.057484995088956,0.32374294911,263.63237204,2371.2004983312077,2371.2004983312077,515.43662405,3513.65234466,0.0,6400.289467041208,3.6236781619099996,1.19181627969,2.94593488326,0.9990271622,948.0836663536677,112.04743121,289.25534896,274.111672,190.05476629999998,14.11688781,251.24873783230134,91.95569235,,0.8802320202261249,0.116444744521644,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Sindhu,Finance Company,Sindhu Bikas Bank Limited,5.32781359366,,,,0.68200909665,4.64580449701,3.4712618980200003,3.3958047484200007,0.07545714960000001,98.74696764000001,113.71749193999999,113.71749193999999,59.931644,265.34402215,314.24925306,753.24241115,0.55745606729,0.08678271672,0.23789596001,0.0,89.45461679000005,11.58719794,1.7884875999999998,62.04587873000001,46.98019875000001,0.0,0.0,2.26262431,,0.651535913747196,0.14137927273700876,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Salapa,Finance Company,Salapa Bikas Bank Limited,1.4599971188499998,,,,0.08477331043000001,1.37522380842,1.07469519918,1.07469519918,0.0,4.594421480000001,86.99744372999994,86.99744372999994,21.896401,76.94317622000001,137.82947319,323.66649413999994,0.5223880000000001,0.009815514210000001,0.037359426065400006,0.0,43.229507749999996,1.8275830000000002,12.674449999999997,32.39096,18.967740000000003,0.0,0.0,5.088292,,0.7360940547790316,0.22168981702850432,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,saptakoshi,Finance Company,Saptakoshi Development Bank Limited,8.091927025729998,,,,1.0993513141699993,6.992575711559999,6.100427029170402,5.808148239600401,0.2922787895700001,247.92539812,56.67712701000001,56.67712701000001,130.5672866,399.30935736000004,1726.36664039,2312.92041136,0.83433843168,0.06913944787661382,0.5688102239300001,0.0,125.52771588629992,1.3691151099999999,-40.14846687000002,74.54936695000002,80.78095953,0.0,22.47210603306911,23.95503819,,0.7538905145551611,0.2858306067276162,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,GreenDB,Finance Company,Green Development Bank Limited,6.052459,,,,0.72963,5.322829,5.126995468371,5.126995468371,0.0,9.535217480000002,68.43690631999999,68.43690631999999,72.50767008,747.7811589699999,0.0,888.7257353699999,0.6155,0.040549444665029986,0.20244384102,0.0,139.98309927499994,12.434210249999998,57.94195960000002,43.69756853999999,30.01923897,0.0,17.96656012514992,7.7598069899999995,,0.8470929697121451,0.1468371343564657,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,NFL,Finance Company,Nepal Finance Limited,4.411290242230001,,,,0.40565403878,4.00563620345,2.68769862467,2.6145058725499997,0.07319275212000001,194.93796161000003,185.482962,185.482962,31.649396,265.42398558,364.60837877,847.1647223500001,0.7756467468,0.24386041654,0.3078908777999999,0.0,44.30644810999996,0.10512627000000004,78.45040861999996,39.39728242,34.49435943,0.0,0.0,9.124604360000001,,0.609277213034006,0.19204465719347918,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,NSML,Finance Company,Nepal Share Markets and Finance Limited,0.25484456,,,,0.18659106,0.06825350000000001,2.19225309,2.19225309,0.0,0.0,123.91461,123.91461,0.0,1.32213,112.24378,237.48052,0.23333283,0.24684820999999998,2.18711703,0.0,0.8539899999999998,0.0,0.0,3.2533199999999995,1.5766800000000003,0.0,0.0,0.0,,8.602314642305883,0.9318641920392572,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,GURKHAFC,Finance Company,Gurkhas Finance Limited,9.058441096700005,,,,1.211115094529999,7.847326002170004,6.5800967479899946,6.449742187449994,0.13035456054,436.56918287999997,276.94679394,276.94679394,144.06287,385.63586774000004,465.72592728,1272.37145896,0.8679938,0.43492969426999994,1.2110923790229002,0.0,167.65681544999876,0.29048102,47.249617618150715,84.99896175,69.17662897999999,8.981847759999999,0.0,19.27139226,,0.7264049826837343,0.14046251947518051,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Goodwill,Finance Company,Goodwill Finance Limited,12.70128353,,,,0.74379701,11.957486519999998,9.009513396500001,8.829513396500001,0.18,521.90621438,920.9007443599994,920.9007443599994,221.17658144000004,528.73339298,2215.7597488800006,3886.57046766,0.9461151999999999,0.24321276904838138,0.6812624429452752,0.24915814693000002,124.44494476999961,30.86449173,66.92601924527555,82.06144830000001,72.22938868333335,0.0,0.0,32.48167217,,0.7093388140828316,0.30599824486084837,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Shree,Finance Company,Shree Investment & Finance Co. Limited,8.63021695073001,,,,0.6108561489500002,8.01936080178001,6.126497321830001,6.105821321830001,0.020676,15.30386,218.68367383999998,218.68367383999998,34.62280983000001,350.400109,122.25663347999998,725.96322615,1.0,0.28627398819999994,0.22245873210999997,0.0,137.90410169999996,0.18897193999999998,42.23535548950014,43.23157894999999,36.31591326000001,0.0,22.052452287599912,15.7377594,,0.7098891437847081,0.08411876900598571,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,BestFC,Finance Company,Best Finance Limited,6.070925,,,,0.326697,5.744228,4.239221,4.239221,0.0,190.659,204.796,204.796,29.984,508.771,0.0,743.5509999999999,0.890424,0.243567,0.48894,0.0,89.39499999999998,13.344,-14.961999999999989,71.88,47.887,0.991,12.66,8.927,,0.698282551670462,0.12247738194756151,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Progressive,Finance Company,Progressive Finance Limited,7.783974260000002,,,,1.08844009,6.695534170000002,5.316262179779989,5.218199479779989,0.0980627,226.95449398,144.70376833,144.70376833,60.736188999999996,378.75888509,361.84733,946.04617242,0.848106,0.07297743200000001,0.28097802983000003,0.0,119.73915157999997,0.90495055,35.95115418,85.03719806,65.09097772,0.0,0.0,18.358209870000003,,0.6829753031300476,0.12153767995887485,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Janaki,Finance Company,Janaki Finance Co. Limited,2.501817059629987,,,,0.05263391355,2.449183146079987,2.3915118423299995,2.361382759239999,0.03012908309,128.65968283,39.4965,39.4965,23.15091976,102.75006267,683.66897637,849.0664588,0.6904728,0.18434872772,1.2797330937900004,0.0,63.42163267999999,0.16105442,55.93157750000027,13.094495360000002,22.78901902,0.0,0.0,7.445810880000001,,0.9559099587736037,0.33937991410354157,2082-11_Mid_Mar_2026.xlsx
2082-11,"2082-11(Mid Mar, 2026)",2082,11,24995,2082/83,2082,8,3,Pokhara,Finance Company,Pokhara Finance Limited,7.192911680000001,,,,0.42488725,6.768024430000001,4.97451213,4.93164364,0.04286849,455.62475,91.72958,91.72958,119.70891,440.75967,1177.2826200000002,1829.48078,1.0825566100000001,0.29345726,1.4866346400000001,0.0,88.77729,2.9645300000000003,9.031950000000009,89.03489,50.34244,0.14413,0.0,1.48391,,0.6915853205638136,0.2543449525575156,2082-11_Mid_Mar_2026.xlsx
